Temperature,Pressure,Humidity,Machine_Speed,Production_Time,Shift,Operator_Experience_Years,Material_Type,Defect
73.72,35.53,34.79,1281,3,Day,1,Aluminum,1
65.44,28.77,36.84,940,8,Day,14,Plastic,0
58.94,23.31,40.8,1310,4,Evening,1,Plastic,1
77.03,33.06,54.99,1336,5,Night,8,Plastic,0
67.44,32.85,56.98,1069,3,Day,7,Steel,0
60.78,30.36,42.07,1160,5,Evening,9,Aluminum,0
68.53,28.79,42.49,1415,11,Evening,3,Steel,1
64.18,34.81,37.95,1094,7,Day,4,Plastic,0
91.87,25.07,45.89,1464,3,Day,8,Steel,1
83.82,26.13,47.03,1274,3,Evening,3,Plastic,0
74.92,24.96,53.06,1271,1,Evening,9,Plastic,0
89.8,30.42,52.98,960,2,Day,12,Aluminum,1
75.77,24.56,21.98,1594,4,Day,11,Plastic,1
66.39,26.58,43.47,844,9,Evening,7,Steel,0
90.23,26.47,58.84,1598,3,Night,12,Steel,1
80.39,28.7,40.62,1477,10,Evening,4,Plastic,1
64.63,22.56,56.39,1006,5,Evening,0,Aluminum,1
73.1,30.44,41.94,907,9,Night,14,Steel,0
66.24,36.24,46.75,1303,4,Day,6,Aluminum,0
61.17,30.68,33.63,1241,4,Evening,9,Aluminum,0
84.26,37.71,34.01,864,6,Day,10,Aluminum,0
94.09,36.67,52.25,1066,7,Night,10,Aluminum,1
61.01,33.89,53.82,1198,11,Evening,2,Plastic,0
80.63,30.37,45.26,1496,6,Day,6,Plastic,1
68.49,30.11,32.72,1023,11,Day,7,Plastic,0
70.13,33.82,45.44,1464,4,Day,3,Aluminum,1
69.08,28.04,57.57,1088,7,Day,10,Steel,0
66.36,20.59,62.43,1084,11,Day,14,Steel,1
75.49,32.46,41.83,985,10,Day,13,Plastic,0
66.69,24.34,28.4,1025,3,Evening,5,Steel,0
77.7,25.19,53.4,999,3,Evening,9,Plastic,0
74.5,30,42.24,1303,7,Night,6,Aluminum,0
72.61,29.52,54.43,810,6,Day,7,Plastic,0
65.92,22.94,47.81,1297,2,Night,2,Steel,0
69.23,30.83,36.17,1076,1,Evening,6,Plastic,0
82.55,34.83,45.58,802,6,Night,4,Plastic,0
80.01,24.36,58.08,1589,9,Evening,6,Steel,1
65.22,36.36,43.51,1373,3,Evening,5,Plastic,0
75.99,22.2,34.65,804,9,Night,12,Plastic,0
82.51,40.59,29.11,1320,6,Evening,4,Steel,0
58.31,27.94,37.28,1369,4,Evening,14,Plastic,0
80.43,30.73,40.9,1079,10,Night,2,Aluminum,0
68.37,20.54,53.2,1222,10,Night,9,Plastic,0
80.71,29.69,33.79,1037,10,Day,1,Steel,1
67.37,31.14,60.54,1116,2,Night,2,Aluminum,1
56.95,29.57,31.63,926,9,Evening,1,Aluminum,1
58.72,27.18,68.31,1103,5,Day,13,Steel,1
75.48,25.27,62.26,1548,5,Evening,2,Steel,1
77.6,35.65,46.41,1530,2,Night,1,Plastic,1
65.96,30.15,28.52,977,5,Evening,0,Aluminum,1
81.39,37.7,44.45,1289,6,Night,8,Aluminum,0
58.38,27.37,41.13,1236,2,Night,9,Aluminum,0
74.34,27.83,32.26,1460,1,Night,4,Steel,1
62.89,34.08,47.91,837,6,Day,13,Plastic,0
68.48,21.89,36.76,1429,9,Night,8,Steel,1
75.47,23.93,37.85,1282,9,Evening,7,Aluminum,0
66.4,35.49,42.96,1114,9,Day,13,Plastic,0
71.15,24.14,39.25,1283,5,Day,6,Plastic,0
85.06,20.9,65.78,896,10,Day,11,Steel,1
69.23,39.34,39.64,816,1,Evening,5,Aluminum,0
83.36,23.03,49.41,1246,3,Night,10,Aluminum,0
63.7,30.92,46.46,1078,8,Day,3,Aluminum,0
80.3,30.35,48.53,1251,9,Night,9,Plastic,0
89.42,15.95,49.29,1465,4,Night,9,Aluminum,1
50.28,28.66,53.81,1405,11,Evening,6,Steel,1
67.03,32.24,47.66,1486,3,Day,12,Plastic,1
80.77,31.77,47.25,828,2,Evening,6,Steel,0
72.97,34.52,45.58,1345,5,Day,0,Plastic,1
78.71,28.06,43.62,809,2,Day,13,Steel,0
68.96,33.56,35.88,1587,11,Night,8,Aluminum,1
75.87,26.55,44.39,900,9,Night,13,Plastic,0
73.44,22.95,47.41,1452,10,Day,3,Steel,1
86.68,23.51,49.02,886,11,Day,6,Plastic,1
77.54,22.69,46.8,1269,9,Night,8,Plastic,0
78.38,35.05,42.67,1100,3,Day,1,Aluminum,1
70.88,22.43,44.43,1439,4,Day,12,Plastic,1
70.12,31.37,39.46,1005,9,Day,7,Steel,0
70.67,28.67,48.13,1400,1,Evening,10,Plastic,0
78.94,29.49,42.79,881,7,Day,3,Steel,0
70.79,36.82,46.81,1011,2,Day,13,Aluminum,0
77.9,27.81,55.01,918,9,Night,3,Plastic,0
95.75,33.06,37.91,935,11,Night,2,Steel,1
83.71,30.19,50.97,1572,3,Evening,9,Plastic,1
71.74,29.24,45.33,1587,6,Night,3,Plastic,1
87.01,41.5,65.21,1176,5,Day,8,Aluminum,1
70.92,22.79,42.84,1227,2,Evening,0,Plastic,1
54.62,36.45,51.95,1519,9,Day,8,Plastic,1
64.92,33.28,45.15,1113,3,Day,12,Aluminum,0
56.29,27.6,31.12,1203,6,Day,10,Plastic,0
71.48,38.15,39.79,1042,9,Evening,9,Aluminum,0
75.18,20.76,53.8,1144,8,Night,8,Plastic,0
91.76,27.39,40.67,1411,10,Night,0,Steel,1
78.27,23.96,22.8,1426,5,Night,12,Steel,1
72.81,32.06,44.69,1223,6,Day,8,Steel,0
83.29,24.43,34.08,815,3,Evening,5,Aluminum,0
52.89,32.17,46.32,1315,5,Night,7,Aluminum,0
77.36,29.07,60.51,1065,6,Evening,12,Aluminum,1
82.71,27.6,52.69,1359,3,Evening,7,Aluminum,0
60.21,31.94,60.37,1534,10,Day,13,Aluminum,1
86.44,28.66,39.38,1515,2,Evening,7,Aluminum,1
78.38,24.56,43.57,819,10,Night,10,Plastic,0
70.85,44.01,34.56,1599,9,Night,7,Steel,1
81.33,27.56,38.16,1505,7,Evening,11,Aluminum,1
97.71,18.91,35.73,810,4,Evening,0,Plastic,1
76.82,25.79,31.93,819,3,Evening,0,Plastic,1
77.48,23.66,58.66,1078,4,Evening,6,Aluminum,0
70.41,34.13,24.08,1132,9,Night,10,Steel,0
66.5,31.61,58.7,1346,9,Night,11,Aluminum,0
83.3,31.99,57.46,1200,6,Day,12,Steel,0
66.44,28.15,50,1577,11,Evening,11,Steel,1
75.72,28.6,33.85,1543,9,Night,8,Aluminum,1
70.22,28.15,29.18,837,9,Evening,10,Steel,0
79.79,29.59,39.52,882,6,Night,13,Steel,0
78.34,34.18,51.25,831,5,Day,9,Steel,0
85.38,31.68,45.03,853,11,Night,7,Aluminum,1
69.9,32.5,34.57,1536,3,Night,10,Steel,1
72.3,32.5,56.48,1418,1,Day,12,Steel,1
65.21,34.42,61.84,1336,4,Evening,4,Plastic,1
70.56,31.44,42.73,844,1,Night,7,Aluminum,0
78.77,31.79,46.09,1429,1,Day,8,Steel,1
82.57,35.94,29.91,1093,6,Day,6,Aluminum,0
65.78,26.67,40.86,924,11,Day,10,Aluminum,0
83.7,25.72,50.1,1347,5,Night,9,Plastic,0
88.56,24.07,48.55,1143,7,Evening,10,Plastic,1
79.13,30.91,39.92,1222,1,Night,12,Steel,0
93.77,20.73,42.26,966,1,Night,14,Steel,1
67.26,32.31,40.53,1068,8,Night,2,Steel,0
62.55,29.45,42.22,993,6,Day,8,Aluminum,0
57.21,35.67,49.23,923,8,Evening,4,Plastic,0
89.96,26.64,25.32,1070,6,Night,10,Plastic,1
81.54,28.98,44.26,857,6,Evening,7,Steel,0
74.44,35.61,48.5,858,10,Night,10,Plastic,0
77.8,36.92,39.3,1249,7,Evening,0,Aluminum,1
63.75,26.6,40.21,1016,2,Day,0,Steel,1
99.46,30.91,40.5,1380,3,Evening,2,Plastic,1
76.29,31.47,40.21,1281,4,Day,14,Steel,0
76.09,31.87,45.06,1043,1,Day,1,Aluminum,1
82.26,28.69,46.29,902,9,Evening,4,Aluminum,0
79.81,36.41,23.99,1316,9,Night,10,Steel,0
77.24,20.55,51.53,1063,4,Night,8,Steel,0
67.1,27.89,42.1,1040,1,Night,12,Plastic,0
79.71,32.24,64.33,1533,1,Night,8,Aluminum,1
93.82,32.29,33.08,1028,6,Evening,7,Aluminum,1
88.45,36.76,36.33,1251,2,Night,4,Steel,1
90.93,35.99,42.97,1254,1,Night,2,Plastic,1
69.89,28.57,49.13,1343,10,Day,5,Steel,0
65.1,36.5,25.49,1173,11,Evening,7,Steel,0
73.74,26.43,36.71,823,2,Day,5,Steel,0
75.56,34.65,50.91,1105,7,Day,6,Aluminum,0
85.94,39.05,35.52,1173,4,Night,11,Steel,1
58.08,36.07,58.7,986,7,Night,13,Steel,0
90.3,30.53,40.46,1439,7,Evening,11,Plastic,1
73.42,28.34,36.01,911,4,Day,12,Steel,0
70.73,22.36,51.1,1292,2,Night,6,Plastic,0
64.88,31.55,61.08,1093,9,Day,14,Steel,1
58.45,24.42,49.16,1221,10,Night,6,Aluminum,0
83.23,26.03,57.6,948,10,Night,8,Steel,0
75.73,24.05,61.77,950,3,Night,8,Aluminum,1
62.1,27.7,35.78,973,1,Night,0,Steel,1
62.05,29.86,54.38,996,11,Evening,2,Aluminum,0
71.64,31.37,29.77,1054,8,Day,4,Aluminum,0
91.69,27,49.25,1213,4,Day,10,Steel,1
72.4,35.35,44.29,967,9,Evening,3,Plastic,0
59.97,28.96,57.43,881,8,Evening,11,Aluminum,0
72.54,26.06,56.72,869,11,Evening,0,Aluminum,1
72.27,31.13,50.7,1225,11,Night,0,Steel,1
48.03,39.82,47.98,1201,7,Night,12,Plastic,0
74.46,31.68,50.08,1324,9,Day,3,Aluminum,0
72.69,28.19,45.62,1430,2,Evening,4,Steel,1
81.96,22.36,44.39,1011,4,Day,3,Aluminum,0
93.49,28.9,59.43,901,5,Evening,1,Steel,1
86.27,31.17,60.63,1588,5,Day,4,Steel,1
72.31,28.06,43.58,1507,1,Evening,9,Plastic,1
63.93,21.67,47.38,1388,9,Evening,2,Steel,0
100.73,25.75,45.82,1137,9,Night,6,Plastic,1
75.59,37.27,28.88,1132,5,Day,3,Steel,0
75.14,37.17,41.64,1004,10,Night,1,Steel,1
74.76,25.57,61,1286,3,Night,10,Aluminum,1
76.98,33.36,37.5,1028,8,Day,7,Plastic,0
73.56,24.11,66.15,988,7,Night,12,Aluminum,1
69.26,37.02,56.72,898,5,Evening,9,Plastic,0
69.53,31.23,49.01,1210,1,Evening,1,Plastic,1
74.67,34.75,50.61,1529,7,Evening,10,Aluminum,1
69.57,21.42,35.83,1259,11,Evening,6,Plastic,0
67.87,33.39,42.35,993,1,Night,7,Plastic,0
76.06,29.96,59.41,1354,1,Day,9,Aluminum,0
72.45,34.26,38.85,1435,9,Night,2,Plastic,1
90.04,34.57,55.61,819,6,Day,5,Aluminum,1
48.49,30.33,31.23,1110,7,Day,11,Steel,0
85.92,27,33.02,1479,2,Night,3,Aluminum,1
87.46,33.9,64.01,1357,11,Night,11,Plastic,1
54.27,29.7,44.88,1534,8,Evening,1,Steel,1
71.57,25.64,39.62,878,7,Day,7,Steel,0
71.29,25.4,58.63,969,5,Day,1,Steel,1
60.92,22.61,57.46,1045,8,Day,8,Aluminum,0
67.22,27.45,54.21,1582,2,Evening,8,Aluminum,1
63.89,35.51,39.3,1271,6,Day,10,Steel,0
92.52,30.89,42.13,898,4,Day,7,Plastic,1
84.36,27.35,48.12,1121,7,Evening,9,Plastic,0
87.72,34.02,51.94,940,6,Night,2,Steel,1
82.22,25.84,39.92,908,6,Evening,7,Plastic,0
63.71,30.48,46.71,1112,5,Evening,4,Plastic,0
69.75,29.1,47.67,1448,11,Night,14,Aluminum,1
79.89,33.9,57.87,920,5,Day,9,Plastic,0
62.78,22.11,52.54,898,2,Night,13,Aluminum,0
82.13,25.75,29.93,1377,11,Day,4,Steel,0
72.6,21.81,42.86,1293,7,Evening,1,Plastic,1
71.25,28.7,35.71,943,7,Day,11,Plastic,0
82.11,36.06,50.68,909,8,Evening,2,Aluminum,0
79.44,27.47,54.23,1283,4,Day,7,Aluminum,0
71.39,27.45,46.02,929,11,Evening,13,Steel,0
86.59,34.36,42.32,1199,11,Day,0,Steel,1
64.19,35.34,45.69,1305,11,Day,3,Plastic,0
81.16,29.56,47.09,1568,9,Day,5,Aluminum,1
80.93,33.42,38.6,1009,10,Night,8,Aluminum,0
71.9,24.62,32.81,1557,3,Evening,7,Plastic,1
78.26,36.89,24.5,1160,3,Evening,9,Aluminum,0
62.49,40.74,57.67,953,2,Evening,4,Aluminum,0
84.24,32.61,49.96,1444,10,Night,12,Aluminum,1
73.15,19.58,48.63,1332,7,Night,13,Aluminum,0
69.77,27.21,57.65,1346,10,Night,6,Plastic,0
85.49,33.06,32.45,1159,2,Night,7,Steel,1
67.96,27.89,27.64,1109,7,Day,11,Steel,0
60.92,36.36,48.84,1273,3,Evening,8,Plastic,0
59.43,32.94,47.93,1535,1,Day,13,Steel,1
81.06,26.47,27.69,1435,11,Night,2,Aluminum,1
62.2,30.16,48.6,1551,8,Night,10,Plastic,1
92.55,25.53,41,1099,8,Day,7,Steel,1
54.18,29.09,36.93,1140,10,Evening,14,Aluminum,0
91.96,27.23,41.67,803,1,Night,2,Steel,1
77.11,35.87,20.58,1434,11,Day,0,Plastic,1
74.03,40.58,39.09,1353,6,Day,12,Steel,0
69.55,22.84,37.96,968,4,Day,12,Steel,0
78.99,20.38,50.57,1219,5,Day,3,Steel,0
74.62,28.77,43.42,1079,8,Evening,6,Plastic,0
86.03,22.41,51.39,1536,8,Evening,8,Aluminum,1
76.14,30.23,19.5,1188,7,Night,9,Plastic,0
76.5,33.74,36.61,984,5,Night,6,Steel,0
71.36,37.47,50.56,1122,6,Evening,9,Plastic,0
74.43,31.01,41.91,810,8,Evening,10,Steel,0
78.08,29.03,53.45,1484,5,Day,13,Aluminum,1
57.9,20.11,26.95,1407,3,Day,13,Aluminum,1
61.52,30.13,52.31,1077,9,Day,13,Steel,0
82.43,30.36,38.61,938,9,Night,4,Plastic,0
76.71,33.19,37.64,1477,10,Night,12,Steel,1
73.16,26.46,54.91,1498,1,Night,14,Plastic,1
75.18,27.82,56.62,885,7,Night,0,Plastic,1
78.48,22.61,55.35,1030,4,Day,0,Steel,1
69.6,18.54,65.39,1250,6,Night,11,Aluminum,1
67.22,24.46,57.67,937,7,Night,8,Aluminum,0
76.96,22.15,37.05,1330,8,Day,3,Plastic,0
65.22,31.68,46.42,1137,11,Day,2,Steel,0
79.08,27.41,41.4,955,5,Evening,10,Steel,0
57.97,27.31,65.29,1406,5,Day,4,Steel,1
85.29,25.08,56.05,816,6,Night,6,Aluminum,1
79.73,13.84,43.11,1591,7,Day,6,Aluminum,1
77.56,37.54,53.78,1060,5,Night,14,Plastic,0
84.83,25,32.68,959,5,Evening,4,Aluminum,0
91.65,27.94,47.5,1108,4,Evening,7,Aluminum,1
85.14,22.73,35.62,880,1,Evening,4,Steel,1
56.59,34.86,28.11,1496,7,Night,9,Steel,1
62.2,30.72,52.85,1012,7,Night,3,Aluminum,0
68.75,25.87,54.09,1226,6,Evening,13,Plastic,0
75.26,28.04,49.57,1141,10,Evening,5,Steel,0
80.18,38.39,43.17,1158,2,Night,2,Plastic,0
67.74,29.64,32.34,1478,2,Night,3,Aluminum,1
76.87,29.09,33.39,1005,6,Night,7,Aluminum,0
67.45,25.29,35.31,1135,9,Night,9,Steel,0
68.88,20.53,42.66,1060,5,Evening,9,Steel,0
60.93,29.2,55.76,1585,7,Evening,2,Steel,1
65.77,31.63,55.6,1547,2,Day,10,Steel,1
61.48,35.5,28.51,1042,6,Day,12,Aluminum,0
65.24,18.76,38.07,1531,11,Night,9,Aluminum,1
85.54,24.37,37.8,1381,6,Evening,12,Steel,1
65.51,27.1,19.68,1194,10,Night,2,Plastic,0
101.32,29.98,50.66,1524,6,Day,5,Steel,1
79.93,29.27,42.54,1136,6,Night,7,Steel,0
76.85,29.39,43.87,1598,4,Day,9,Steel,1
66.42,32.04,58.46,1537,5,Day,1,Plastic,1
82,25.48,45.88,1580,4,Evening,0,Steel,1
69.24,34.67,40.69,1078,6,Night,9,Aluminum,0
76.22,32.17,50.72,1048,9,Evening,12,Plastic,0
100.6,28.4,55.59,1507,5,Day,0,Aluminum,1
74.04,38,47.96,829,5,Day,6,Plastic,0
86.49,37.78,51.89,930,3,Night,1,Plastic,1
67.97,34.66,43.54,1323,11,Night,8,Steel,0
74.65,14.91,44.18,1259,7,Night,9,Aluminum,0
92.71,37.89,46.13,1194,5,Night,3,Plastic,1
68.73,33.97,37.47,1327,2,Day,13,Aluminum,0
93.12,40.03,39.32,1212,9,Day,6,Plastic,1
82.08,36.19,58.78,916,5,Day,4,Steel,0
69.38,37.89,65.08,948,7,Evening,4,Plastic,1
81.32,34.39,60.92,908,7,Evening,6,Aluminum,1
84.73,36.74,31.77,1035,10,Evening,8,Aluminum,0
81.22,39.97,30.8,1226,8,Night,3,Aluminum,0
59.3,31.08,33.09,1316,4,Day,8,Aluminum,0
67.73,22.14,46.34,979,7,Evening,8,Plastic,0
72.52,28.46,16.91,1195,3,Night,10,Plastic,0
74.26,31.95,39.11,800,9,Night,7,Plastic,0
81.21,30.37,59.07,807,8,Night,0,Plastic,1
76.78,23.77,54.82,943,10,Day,9,Steel,0
61.65,21.84,39.91,1454,9,Night,10,Plastic,1
78.8,26.29,40.67,1074,2,Evening,10,Steel,0
81.11,34.04,50.67,1464,4,Night,14,Plastic,1
80.6,37.9,54.35,1086,1,Day,8,Plastic,0
85.81,34.58,39.67,1289,8,Day,2,Plastic,1
83.34,35.29,42.66,1441,4,Night,7,Steel,1
79.59,29.6,39.34,1432,4,Day,4,Plastic,1
74.3,21.29,31.69,1370,7,Day,5,Plastic,0
58.39,27.72,42.8,1528,6,Evening,2,Plastic,1
79.3,28.71,42.04,830,3,Evening,10,Aluminum,0
77.08,27.51,32.39,1251,8,Night,6,Aluminum,0
77.72,30.27,51.46,1043,2,Day,1,Aluminum,1
62.23,32.21,49.83,939,1,Day,12,Steel,0
64.19,34.27,51.96,1200,2,Day,2,Plastic,0
85.53,28.61,37.32,1524,9,Evening,1,Steel,1
74.6,20.48,25.16,1340,5,Day,12,Plastic,0
81.82,27.59,49.67,963,5,Evening,10,Steel,0
75.28,30.22,38.36,903,6,Day,8,Aluminum,0
75.3,36.11,36.09,862,3,Evening,10,Plastic,0
84.38,27.16,32.43,814,1,Night,13,Aluminum,0
69.84,32.56,42.25,1597,8,Night,12,Aluminum,1
75.96,31.45,60.77,1293,7,Day,13,Plastic,1
70.38,30.22,39.95,978,8,Day,2,Steel,0
70.66,34.65,34.1,1322,9,Evening,7,Aluminum,0
71.91,26.7,51.52,1240,2,Evening,5,Aluminum,0
77.22,27.12,46.73,1324,5,Evening,12,Plastic,0
70.21,29.94,23.81,1526,2,Day,0,Plastic,1
87.56,26.8,51.62,1287,8,Evening,10,Steel,1
66.05,32.54,66.28,1110,4,Day,12,Aluminum,1
73.13,26.43,18.99,1537,11,Evening,14,Aluminum,1
70.6,31.13,32.64,1374,4,Day,5,Steel,0
89.47,29.5,16.51,1566,10,Evening,7,Plastic,1
76.97,31.07,44.25,929,8,Evening,9,Plastic,0
85.32,27.7,54.9,1265,7,Evening,13,Plastic,1
60.14,28.3,46.06,1301,1,Day,2,Steel,0
77.67,30.48,58.92,1062,7,Night,13,Plastic,0
83.9,31.01,53.31,970,10,Night,6,Plastic,0
75.82,29.98,62.02,1205,3,Day,13,Steel,1
85.65,38.53,56.6,1501,5,Day,5,Aluminum,1
69.83,25.05,40.97,1595,8,Night,0,Aluminum,1
89.09,29.68,45.67,824,6,Night,1,Steel,1
97.99,22.13,36.31,1248,8,Evening,13,Plastic,1
71.37,31.86,42.69,959,5,Evening,10,Plastic,0
70.54,24.42,45.62,1016,10,Day,4,Aluminum,0
89.53,28.61,44.15,1487,9,Night,6,Plastic,1
90.8,28.14,58.42,1532,11,Night,3,Aluminum,1
69.77,31.4,41.7,1289,6,Day,5,Aluminum,0
70.8,27.24,35.68,1079,11,Night,1,Plastic,1
72.18,27.02,36.3,880,9,Evening,4,Aluminum,0
61.56,37.18,51.55,924,4,Night,9,Aluminum,0
65.81,31.42,30.97,969,2,Night,14,Steel,0
64.96,27.19,42.99,1381,8,Evening,2,Plastic,0
67.32,28.75,58.28,1389,5,Night,0,Steel,1
74.65,38.23,47.93,889,2,Evening,5,Plastic,0
77.34,28.82,44.25,1179,6,Evening,8,Plastic,0
90.51,26.55,44.64,910,3,Evening,13,Plastic,1
65.02,26.58,34.7,963,1,Night,13,Plastic,0
84.84,27.25,36.43,1214,6,Evening,9,Aluminum,0
72.86,27.03,43.05,1439,11,Day,7,Steel,1
74.51,23.6,47.71,954,8,Night,3,Steel,0
81.75,24.38,54.48,993,1,Evening,7,Aluminum,0
63.77,25.85,45.93,1275,3,Day,10,Steel,0
78.82,32.96,58.53,1484,6,Day,4,Steel,1
76.66,28.09,61.05,820,10,Evening,2,Plastic,1
79.92,28.96,52.95,908,3,Day,3,Plastic,0
77.89,36.35,57.25,1198,7,Evening,6,Plastic,0
99.55,36.48,35.09,928,6,Day,14,Plastic,1
68.62,28.59,33.51,1308,9,Night,4,Aluminum,0
69.69,26.85,50.18,1079,6,Evening,3,Aluminum,0
68.77,25.68,31.59,1226,7,Day,2,Aluminum,0
69.45,33.46,42.1,826,2,Day,2,Steel,0
68.63,28.98,52.71,1143,10,Evening,9,Plastic,0
86.89,28.07,59.13,1200,4,Night,5,Steel,1
89.21,25.93,42.46,1403,5,Evening,7,Plastic,1
69.29,26.15,38.5,1094,2,Day,14,Plastic,0
66.68,31.6,48.2,1366,11,Evening,3,Steel,0
79.71,23.42,34.26,995,10,Night,0,Steel,1
69.48,34.97,43.27,1532,10,Day,3,Steel,1
81.33,27.33,44.92,955,10,Night,11,Aluminum,0
77.03,29.25,44.72,1239,7,Night,14,Steel,0
59.84,23.32,45.89,900,4,Day,4,Aluminum,0
90.48,29.94,36.65,1547,9,Night,7,Steel,1
92.96,28.36,37.73,1299,8,Day,13,Aluminum,1
68.87,29.75,37.53,1084,10,Night,12,Steel,0
71.12,37.36,28.8,868,9,Night,6,Aluminum,0
77.86,30.89,48.42,1578,8,Day,1,Steel,1
78.34,26.03,53.95,1185,5,Night,8,Plastic,0
81.59,26.44,52.96,1251,9,Night,14,Steel,0
95.1,32.98,42.38,937,5,Night,2,Steel,1
73.23,36.49,36.89,1047,8,Evening,8,Plastic,0
67.02,31.41,52.44,902,4,Night,0,Plastic,1
61.21,33.44,51.39,1419,5,Evening,8,Aluminum,1
67.69,33.05,47.17,1511,11,Day,6,Plastic,1
74.67,37.1,62.44,1309,4,Day,1,Aluminum,1
92.95,20.25,44.74,1174,2,Day,9,Steel,1
69.82,33.34,42.43,1526,4,Evening,6,Plastic,1
77.24,34.92,41,954,11,Day,0,Aluminum,1
74.84,23.31,29.39,886,5,Day,10,Steel,0
86.88,25.57,51.61,1281,6,Night,2,Aluminum,1
100.27,25.75,43.95,1008,4,Evening,6,Steel,1
69.69,26.36,50.1,977,11,Evening,2,Aluminum,0
70.11,27.59,63.42,1385,10,Evening,1,Steel,1
85.44,31.21,41.09,1057,4,Day,4,Steel,1
81.82,34.33,21.62,1072,6,Evening,14,Aluminum,0
93.47,35.41,49.81,823,7,Day,2,Steel,1
80.84,25.81,46.67,1382,7,Day,12,Aluminum,0
71.41,25.78,37.68,1394,4,Day,8,Steel,0
80.91,36.58,48.97,1199,5,Day,6,Plastic,0
86.09,33.23,52.86,1152,3,Night,10,Plastic,1
83.2,30.41,35.53,1100,5,Evening,0,Aluminum,1
80.07,32.37,41.99,809,10,Evening,0,Plastic,1
85.67,29.85,59.77,842,5,Day,5,Plastic,1
86.69,32.62,37.78,850,4,Day,14,Steel,1
88.82,28.32,45.67,1518,6,Day,3,Plastic,1
81.49,31.34,18.76,906,5,Night,0,Aluminum,1
73.33,22.45,30.18,1570,8,Day,8,Aluminum,1
76.47,26.56,46.58,1505,2,Evening,13,Steel,1
87.07,26.61,57.28,1034,6,Evening,1,Plastic,1
66.83,28.13,31.38,1289,2,Night,0,Steel,1
78.69,25.37,45.75,1474,6,Day,2,Plastic,1
71.07,27.33,41.24,1274,4,Evening,14,Plastic,0
75.29,22.43,54.53,1380,1,Night,14,Plastic,0
87.78,32.74,32.82,1091,6,Evening,9,Steel,1
76.91,29.59,49.3,1280,3,Night,11,Steel,0
75.46,21.47,38.46,1568,7,Day,11,Plastic,1
61.4,25.83,47.23,1259,3,Evening,0,Aluminum,1
82.46,31.68,45.69,1224,10,Evening,12,Plastic,0
81.45,27.28,42.48,1128,4,Day,3,Aluminum,0
96.63,26.52,49.78,984,9,Day,3,Plastic,1
71.92,29.63,45.44,1566,7,Night,5,Plastic,1
77.19,31.72,43.67,1305,4,Day,11,Aluminum,0
77.49,22.82,41.44,1427,2,Evening,2,Aluminum,1
90.77,32.75,45.78,1277,5,Evening,12,Steel,1
74.05,26,47.22,813,8,Day,14,Aluminum,0
77.79,29.91,35.11,1526,2,Day,8,Plastic,1
81.08,29.82,41.51,892,9,Day,5,Steel,0
76.87,27.36,34.45,1545,5,Day,13,Plastic,1
70.54,24.88,44.6,979,6,Evening,6,Steel,0
76.94,28.57,39.08,1365,7,Night,5,Plastic,0
85.74,38.13,52.71,1104,9,Evening,8,Aluminum,1
64.73,23.19,51.73,1274,7,Evening,1,Plastic,1
76.33,38.46,35.77,1341,4,Night,10,Plastic,0
68,28.7,44.98,1323,5,Day,13,Steel,0
86.95,30.18,51.39,910,3,Night,7,Aluminum,1
59.77,24.57,43.25,1214,1,Evening,4,Aluminum,0
69.41,26.14,37.72,1220,3,Day,1,Plastic,1
78.77,27.49,34.08,1210,1,Day,12,Plastic,0
90.66,24.77,53.54,1423,5,Day,6,Steel,1
74.34,28.96,54.03,1480,7,Day,11,Steel,1
69.45,27.96,42.92,1415,9,Day,4,Aluminum,1
93.81,39.25,52.66,1322,4,Day,7,Aluminum,1
60.52,24.17,15.35,1128,10,Night,13,Steel,0
53.01,30.51,58.28,1071,10,Day,9,Steel,0
79.4,31.24,43.43,813,1,Night,10,Plastic,0
69.98,24.65,46.42,974,7,Night,5,Plastic,0
64.79,33.43,41.79,957,3,Night,6,Steel,0
82.08,28.01,58.96,1421,1,Day,10,Steel,1
77.44,17.54,34.39,1463,4,Day,11,Steel,1
69.36,33.3,59.74,1033,11,Day,0,Plastic,1
62.2,24.42,48.96,940,9,Day,1,Aluminum,1
83.72,24.76,51.23,1280,6,Evening,8,Steel,0
81.5,33.44,41.71,918,6,Evening,14,Plastic,0
74.01,28.26,31.92,1181,7,Day,6,Aluminum,0
93.47,34.59,54.31,1320,1,Evening,6,Steel,1
64.3,36.05,48.11,1488,5,Day,3,Aluminum,1
59.74,26.78,58.62,1209,4,Day,12,Plastic,0
68.08,33.97,43.06,848,4,Day,12,Plastic,0
74.54,26.22,40.81,1169,7,Day,3,Steel,0
77.43,41.17,58.88,1132,2,Day,2,Aluminum,0
72.59,26.54,64.12,948,5,Day,9,Aluminum,1
78.52,35.13,45.09,956,7,Day,3,Aluminum,0
62.48,34.22,37.47,1403,3,Night,11,Aluminum,1
89.44,31.58,53.11,951,2,Night,9,Plastic,1
74.18,26.65,42.46,1260,1,Evening,5,Aluminum,0
86.17,29.24,50.99,1175,5,Evening,10,Steel,1
78.43,19.23,42.41,1481,5,Night,2,Plastic,1
79.57,31.12,60.64,1395,4,Night,9,Steel,1
80.7,31.75,38.01,1224,8,Night,7,Aluminum,0
79.48,30.67,49.81,847,2,Evening,0,Aluminum,1
81.43,15.13,40.11,1134,4,Day,5,Plastic,0
